NAME : 400_1
TYPE : EVRP-TW-SPD
DIMENSION : 501
VEHICLES : 500
DISPATCHINGCOST : 300
UNITCOST : 0.014
CAPACITY : 2.5
ELECTRIC_POWER : 30.0
CONSUMPTION_RATE : 0.00025
RECHARGING_RATE : 1.0
EDGE_WEIGHT_TYPE : EXPLICIT
NODE_SECTION
ID,type,lng,lat,delivery,pickup,first_receive_tm,last_receive_tm,service_time
0,d,116.227105,39.761300,0.000000000000000,0.000000000000000,0,960,0
1,c,116.437355,39.989739,0.004966933632681,0.000633066367319,90,120,30
2,c,116.382306,39.960325,0.170743595784026,0.036856404215974,90,210,30
3,c,116.623784,40.034688,0.003942924404655,0.000787075595345,60,180,30
4,c,116.321390,39.811570,0.040494585411671,0.018135414588329,0,90,30
5,c,116.455510,39.944381,0.033029551186724,0.003420448813276,120,180,30
6,c,116.546946,39.864005,0.012712022773617,0.013237977226383,30,90,30
7,c,116.192636,39.828248,0.010336733634952,0.009463266365048,120,180,30
8,c,116.390727,39.893730,0.023523174701932,0.003006825298068,0,90,30
9,c,116.124924,40.046550,0.003009666633114,0.057960333366886,60,150,30
10,c,116.388077,39.902642,0.010046511011071,0.000703488988929,150,210,30
11,c,116.596954,40.030318,0.192521761835947,0.029373238164053,210,240,30
12,c,116.536792,39.957022,0.019336296301414,0.005663703698586,90,210,30
13,c,116.443353,39.800758,0.002297445958154,0.003402554041846,120,210,30
14,c,116.343531,40.053524,0.027292691837899,0.024649308162101,60,120,30
15,c,116.256760,39.934635,0.003127611216429,0.003112388783571,150,180,30
16,c,116.428143,40.110781,0.028944840888179,0.018285159111821,60,150,30
17,c,116.231580,39.881998,0.002732729694107,0.002367270305893,30,60,30
18,c,116.206099,39.792749,0.562871030953845,0.129383969046155,0,30,30
19,c,116.632029,39.892375,0.002587593791573,0.002812406208427,90,180,30
20,c,116.283272,39.839872,0.003623071277566,0.000128928722434,0,60,30
21,c,116.409095,39.951297,0.009840341714254,0.000709658285746,60,180,30
22,c,116.564581,40.137081,0.041326052494062,0.009173947505938,90,180,30
23,c,116.153525,39.746987,0.256106946540827,0.091893053459173,0,60,30
24,c,116.308466,39.912960,0.332671815041441,0.119728184958559,120,150,30
25,c,116.424777,39.937987,0.501557030152389,0.016887969847611,60,150,30
26,c,116.283751,39.875050,0.016254718407981,0.004545281592019,120,150,30
27,c,116.482258,40.001639,0.005900122507084,0.000199877492916,0,90,30
28,c,116.371456,39.958079,0.002810248514852,0.000714751485148,180,240,30
29,c,116.530478,39.782766,0.023704807946952,0.064895192053048,60,180,30
30,c,116.279579,39.953997,0.001124302777362,0.000985697222638,150,240,30
31,c,116.298674,39.727626,0.006495449185498,0.022154550814502,0,30,30
32,c,116.241012,39.833148,0.008137389848977,0.002362610151023,150,240,30
33,c,116.529464,40.009376,0.080680460995057,0.004919539004943,150,180,30
34,c,116.184325,39.914531,0.009566845615228,0.023473154384772,120,240,30
35,c,116.366709,39.715883,0.002645020130122,0.021014979869878,0,60,30
36,c,116.641000,39.918367,0.002673235109076,0.002346764890924,60,90,30
37,c,116.559676,39.853125,0.002392251017887,0.002971748982113,90,180,30
38,c,116.431138,39.757773,0.000705150259994,0.002094849740006,0,30,30
39,c,116.215395,39.736081,0.043791606136216,0.045648393863784,120,210,30
40,c,116.645301,39.839617,0.001547929697834,0.002952070302166,90,120,30
41,c,116.420314,39.937455,0.005697163797068,0.000122836202932,120,240,30
42,c,116.624490,39.811995,0.004357170915618,0.010642829084382,60,120,30
43,c,116.524895,39.904290,0.002896671569030,0.001653328430970,30,150,30
44,c,116.391802,39.765091,0.012087433449377,0.025892566550623,0,90,30
45,c,116.447055,40.060542,0.016302864022762,0.005817135977238,180,210,30
46,c,116.658478,39.932289,0.003121209115835,0.002578790884165,60,180,30
47,c,116.158774,39.780867,0.120041472246555,0.119958527753445,120,180,30
48,c,116.208904,39.715940,0.003622406372439,0.009377593627561,120,240,30
49,c,116.517435,40.125519,0.237870471119249,0.077429528880751,180,240,30
50,c,116.697575,39.917007,0.082190522255225,0.089409477744775,120,150,30
51,c,116.351320,39.720152,0.006781564271909,0.041478435728091,120,210,30
52,c,116.323810,40.067680,0.000603462757608,0.000696537242392,60,90,30
53,c,116.560621,39.926488,0.000972779926281,0.000527220073719,60,180,30
54,c,116.503753,40.060701,0.012587044023434,0.002082955976566,150,210,30
55,c,116.224940,39.779523,0.011194766132038,0.001205233867962,0,120,30
56,c,116.224187,40.096210,0.000639861901990,0.002060138098010,120,180,30
57,c,116.199836,39.863834,0.008115740307473,0.010054259692527,120,240,30
58,c,116.372596,39.861877,0.049747838195514,0.012722161804486,0,60,30
59,c,116.390719,39.900011,0.018470554242593,0.001729445757407,0,120,30
60,c,116.658728,39.961940,0.001476132895945,0.000923867104055,180,240,30
61,c,116.203554,40.036823,0.002445077396777,0.008154922603223,120,150,30
62,c,116.188229,39.997943,0.014328965257354,0.050651034742646,0,60,30
63,c,116.546578,39.815660,0.000591284008136,0.001088715991864,180,210,30
64,c,116.309697,39.980247,0.002856061219880,0.002183938780120,0,60,30
65,c,116.190341,39.787805,0.009786651029518,0.003713348970482,0,30,30
66,c,116.183131,40.036575,0.002374521390893,0.010525478609107,30,150,30
67,c,116.425374,39.872512,0.009132364054410,0.003767635945590,150,180,30
68,c,116.226014,39.913908,0.005264925648394,0.006735074351606,30,120,30
69,c,116.204614,40.140678,0.004173927748634,0.019136072251366,120,180,30
70,c,116.365550,40.087349,0.193258902274225,0.175311097725775,60,90,30
71,c,116.652135,39.819984,0.008653209250250,0.020746790749750,60,150,30
72,c,116.340280,39.799080,0.374115075133250,0.283396924866750,120,150,30
